date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,is_weekend
20250701,2025-07-01,2025,3,7,July,27,1,3,false
20250702,2025-07-02,2025,3,7,July,27,2,4,false
20250703,2025-07-03,2025,3,7,July,27,3,5,false
20250704,2025-07-04,2025,3,7,July,27,4,6,false
20250705,2025-07-05,2025,3,7,July,27,5,7,true
20250706,2025-07-06,2025,3,7,July,27,6,1,true
20250707,2025-07-07,2025,3,7,July,28,7,2,false
20250708,2025-07-08,2025,3,7,July,28,8,3,false
20250709,2025-07-09,2025,3,7,July,28,9,4,false
20250710,2025-07-10,2025,3,7,July,28,10,5,false
20250711,2025-07-11,2025,3,7,July,28,11,6,false
20250712,2025-07-12,2025,3,7,July,28,12,7,true
20250713,2025-07-13,2025,3,7,July,28,13,1,true
20250714,2025-07-14,2025,3,7,July,29,14,2,false
20250715,2025-07-15,2025,3,7,July,29,15,3,false
20250716,2025-07-16,2025,3,7,July,29,16,4,false
20250717,2025-07-17,2025,3,7,July,29,17,5,false
20250718,2025-07-18,2025,3,7,July,29,18,6,false
20250719,2025-07-19,2025,3,7,July,29,19,7,true
20250720,2025-07-20,2025,3,7,July,29,20,1,true
20250721,2025-07-21,2025,3,7,July,30,21,2,false
20250722,2025-07-22,2025,3,7,July,30,22,3,false
20250723,2025-07-23,2025,3,7,July,30,23,4,false
20250724,2025-07-24,2025,3,7,July,30,24,5,false
20250725,2025-07-25,2025,3,7,July,30,25,6,false
20250726,2025-07-26,2025,3,7,July,30,26,7,true
20250727,2025-07-27,2025,3,7,July,30,27,1,true
20250728,2025-07-28,2025,3,7,July,31,28,2,false
20250729,2025-07-29,2025,3,7,July,31,29,3,false
20250730,2025-07-30,2025,3,7,July,31,30,4,false
20250731,2025-07-31,2025,3,7,July,31,31,5,false
20250801,2025-08-01,2025,3,8,August,31,1,6,false
20250802,2025-08-02,2025,3,8,August,31,2,7,true
20250803,2025-08-03,2025,3,8,August,31,3,1,true
20250804,2025-08-04,2025,3,8,August,32,4,2,false
20250805,2025-08-05,2025,3,8,August,32,5,3,false
20250806,2025-08-06,2025,3,8,August,32,6,4,false
20250807,2025-08-07,2025,3,8,August,32,7,5,false
20250808,2025-08-08,2025,3,8,August,32,8,6,false
20250809,2025-08-09,2025,3,8,August,32,9,7,true
20250810,2025-08-10,2025,3,8,August,32,10,1,true
20250811,2025-08-11,2025,3,8,August,33,11,2,false
20250812,2025-08-12,2025,3,8,August,33,12,3,false
20250813,2025-08-13,2025,3,8,August,33,13,4,false
20250814,2025-08-14,2025,3,8,August,33,14,5,false
20250815,2025-08-15,2025,3,8,August,33,15,6,false
20250816,2025-08-16,2025,3,8,August,33,16,7,true
20250817,2025-08-17,2025,3,8,August,33,17,1,true
20250818,2025-08-18,2025,3,8,August,34,18,2,false
20250819,2025-08-19,2025,3,8,August,34,19,3,false
20250820,2025-08-20,2025,3,8,August,34,20,4,false
20250821,2025-08-21,2025,3,8,August,34,21,5,false
20250822,2025-08-22,2025,3,8,August,34,22,6,false
20250823,2025-08-23,2025,3,8,August,34,23,7,true
20250824,2025-08-24,2025,3,8,August,34,24,1,true
20250825,2025-08-25,2025,3,8,August,35,25,2,false
20250826,2025-08-26,2025,3,8,August,35,26,3,false
20250827,2025-08-27,2025,3,8,August,35,27,4,false
20250828,2025-08-28,2025,3,8,August,35,28,5,false
20250829,2025-08-29,2025,3,8,August,35,29,6,false
20250830,2025-08-30,2025,3,8,August,35,30,7,true
20250831,2025-08-31,2025,3,8,August,35,31,1,true
20250901,2025-09-01,2025,3,9,September,36,1,2,false
20250902,2025-09-02,2025,3,9,September,36,2,3,false
20250903,2025-09-03,2025,3,9,September,36,3,4,false
20250904,2025-09-04,2025,3,9,September,36,4,5,false
20250905,2025-09-05,2025,3,9,September,36,5,6,false
20250906,2025-09-06,2025,3,9,September,36,6,7,true
20250907,2025-09-07,2025,3,9,September,36,7,1,true
20250908,2025-09-08,2025,3,9,September,37,8,2,false
20250909,2025-09-09,2025,3,9,September,37,9,3,false
20250910,2025-09-10,2025,3,9,September,37,10,4,false
20250911,2025-09-11,2025,3,9,September,37,11,5,false
20250912,2025-09-12,2025,3,9,September,37,12,6,false
20250913,2025-09-13,2025,3,9,September,37,13,7,true
20250914,2025-09-14,2025,3,9,September,37,14,1,true
20250915,2025-09-15,2025,3,9,September,38,15,2,false
20250916,2025-09-16,2025,3,9,September,38,16,3,false
20250917,2025-09-17,2025,3,9,September,38,17,4,false
20250918,2025-09-18,2025,3,9,September,38,18,5,false
20250919,2025-09-19,2025,3,9,September,38,19,6,false
20250920,2025-09-20,2025,3,9,September,38,20,7,true
20250921,2025-09-21,2025,3,9,September,38,21,1,true
20250922,2025-09-22,2025,3,9,September,39,22,2,false
20250923,2025-09-23,2025,3,9,September,39,23,3,false
20250924,2025-09-24,2025,3,9,September,39,24,4,false
20250925,2025-09-25,2025,3,9,September,39,25,5,false
20250926,2025-09-26,2025,3,9,September,39,26,6,false
20250927,2025-09-27,2025,3,9,September,39,27,7,true
20250928,2025-09-28,2025,3,9,September,39,28,1,true
20250929,2025-09-29,2025,3,9,September,40,29,2,false
20250930,2025-09-30,2025,3,9,September,40,30,3,false
20251001,2025-10-01,2025,4,10,October,40,1,4,false
20251002,2025-10-02,2025,4,10,October,40,2,5,false
20251003,2025-10-03,2025,4,10,October,40,3,6,false
20251004,2025-10-04,2025,4,10,October,40,4,7,true
20251005,2025-10-05,2025,4,10,October,40,5,1,true
20251006,2025-10-06,2025,4,10,October,41,6,2,false
20251007,2025-10-07,2025,4,10,October,41,7,3,false
20251008,2025-10-08,2025,4,10,October,41,8,4,false
20251009,2025-10-09,2025,4,10,October,41,9,5,false
20251010,2025-10-10,2025,4,10,October,41,10,6,false
20251011,2025-10-11,2025,4,10,October,41,11,7,true
20251012,2025-10-12,2025,4,10,October,41,12,1,true
20251013,2025-10-13,2025,4,10,October,42,13,2,false
20251014,2025-10-14,2025,4,10,October,42,14,3,false
20251015,2025-10-15,2025,4,10,October,42,15,4,false
20251016,2025-10-16,2025,4,10,October,42,16,5,false
20251017,2025-10-17,2025,4,10,October,42,17,6,false
20251018,2025-10-18,2025,4,10,October,42,18,7,true
20251019,2025-10-19,2025,4,10,October,42,19,1,true
20251020,2025-10-20,2025,4,10,October,43,20,2,false
20251021,2025-10-21,2025,4,10,October,43,21,3,false
20251022,2025-10-22,2025,4,10,October,43,22,4,false
20251023,2025-10-23,2025,4,10,October,43,23,5,false
20251024,2025-10-24,2025,4,10,October,43,24,6,false
20251025,2025-10-25,2025,4,10,October,43,25,7,true
20251026,2025-10-26,2025,4,10,October,43,26,1,true
20251027,2025-10-27,2025,4,10,October,44,27,2,false
20251028,2025-10-28,2025,4,10,October,44,28,3,false
20251029,2025-10-29,2025,4,10,October,44,29,4,false
20251030,2025-10-30,2025,4,10,October,44,30,5,false
20251031,2025-10-31,2025,4,10,October,44,31,6,false
20251101,2025-11-01,2025,4,11,November,44,1,7,true
20251102,2025-11-02,2025,4,11,November,44,2,1,true
20251103,2025-11-03,2025,4,11,November,45,3,2,false
20251104,2025-11-04,2025,4,11,November,45,4,3,false
20251105,2025-11-05,2025,4,11,November,45,5,4,false
20251106,2025-11-06,2025,4,11,November,45,6,5,false
20251107,2025-11-07,2025,4,11,November,45,7,6,false
20251108,2025-11-08,2025,4,11,November,45,8,7,true
20251109,2025-11-09,2025,4,11,November,45,9,1,true
20251110,2025-11-10,2025,4,11,November,46,10,2,false
20251111,2025-11-11,2025,4,11,November,46,11,3,false
20251112,2025-11-12,2025,4,11,November,46,12,4,false
20251113,2025-11-13,2025,4,11,November,46,13,5,false
20251114,2025-11-14,2025,4,11,November,46,14,6,false
20251115,2025-11-15,2025,4,11,November,46,15,7,true
20251116,2025-11-16,2025,4,11,November,46,16,1,true
20251117,2025-11-17,2025,4,11,November,47,17,2,false
20251118,2025-11-18,2025,4,11,November,47,18,3,false
20251119,2025-11-19,2025,4,11,November,47,19,4,false
20251120,2025-11-20,2025,4,11,November,47,20,5,false
20251121,2025-11-21,2025,4,11,November,47,21,6,false
20251122,2025-11-22,2025,4,11,November,47,22,7,true
20251123,2025-11-23,2025,4,11,November,47,23,1,true
20251124,2025-11-24,2025,4,11,November,48,24,2,false
20251125,2025-11-25,2025,4,11,November,48,25,3,false
20251126,2025-11-26,2025,4,11,November,48,26,4,false
20251127,2025-11-27,2025,4,11,November,48,27,5,false
20251128,2025-11-28,2025,4,11,November,48,28,6,false
20251129,2025-11-29,2025,4,11,November,48,29,7,true
20251130,2025-11-30,2025,4,11,November,48,30,1,true
20251201,2025-12-01,2025,4,12,December,49,1,2,false
20251202,2025-12-02,2025,4,12,December,49,2,3,false
20251203,2025-12-03,2025,4,12,December,49,3,4,false
20251204,2025-12-04,2025,4,12,December,49,4,5,false
20251205,2025-12-05,2025,4,12,December,49,5,6,false
20251206,2025-12-06,2025,4,12,December,49,6,7,true
20251207,2025-12-07,2025,4,12,December,49,7,1,true
20251208,2025-12-08,2025,4,12,December,50,8,2,false
20251209,2025-12-09,2025,4,12,December,50,9,3,false
20251210,2025-12-10,2025,4,12,December,50,10,4,false
20251211,2025-12-11,2025,4,12,December,50,11,5,false
20251212,2025-12-12,2025,4,12,December,50,12,6,false
20251213,2025-12-13,2025,4,12,December,50,13,7,true
20251214,2025-12-14,2025,4,12,December,50,14,1,true
20251215,2025-12-15,2025,4,12,December,51,15,2,false
20251216,2025-12-16,2025,4,12,December,51,16,3,false
20251217,2025-12-17,2025,4,12,December,51,17,4,false
20251218,2025-12-18,2025,4,12,December,51,18,5,false
20251219,2025-12-19,2025,4,12,December,51,19,6,false
20251220,2025-12-20,2025,4,12,December,51,20,7,true
20251221,2025-12-21,2025,4,12,December,51,21,1,true
20251222,2025-12-22,2025,4,12,December,52,22,2,false
20251223,2025-12-23,2025,4,12,December,52,23,3,false
20251224,2025-12-24,2025,4,12,December,52,24,4,false
20251225,2025-12-25,2025,4,12,December,52,25,5,false
20251226,2025-12-26,2025,4,12,December,52,26,6,false
20251227,2025-12-27,2025,4,12,December,52,27,7,true
20251228,2025-12-28,2025,4,12,December,52,28,1,true
20251229,2025-12-29,2025,4,12,December,1,29,2,false
20251230,2025-12-30,2025,4,12,December,1,30,3,false
20251231,2025-12-31,2025,4,12,December,1,31,4,false
20260101,2026-01-01,2026,1,1,January,1,1,5,false
20260102,2026-01-02,2026,1,1,January,1,2,6,false
20260103,2026-01-03,2026,1,1,January,1,3,7,true
20260104,2026-01-04,2026,1,1,January,1,4,1,true
20260105,2026-01-05,2026,1,1,January,2,5,2,false
20260106,2026-01-06,2026,1,1,January,2,6,3,false
20260107,2026-01-07,2026,1,1,January,2,7,4,false
20260108,2026-01-08,2026,1,1,January,2,8,5,false
20260109,2026-01-09,2026,1,1,January,2,9,6,false
20260110,2026-01-10,2026,1,1,January,2,10,7,true
20260111,2026-01-11,2026,1,1,January,2,11,1,true
20260112,2026-01-12,2026,1,1,January,3,12,2,false
20260113,2026-01-13,2026,1,1,January,3,13,3,false
20260114,2026-01-14,2026,1,1,January,3,14,4,false
20260115,2026-01-15,2026,1,1,January,3,15,5,false
20260116,2026-01-16,2026,1,1,January,3,16,6,false
20260117,2026-01-17,2026,1,1,January,3,17,7,true
20260118,2026-01-18,2026,1,1,January,3,18,1,true
20260119,2026-01-19,2026,1,1,January,4,19,2,false
20260120,2026-01-20,2026,1,1,January,4,20,3,false
20260121,2026-01-21,2026,1,1,January,4,21,4,false
20260122,2026-01-22,2026,1,1,January,4,22,5,false
20260123,2026-01-23,2026,1,1,January,4,23,6,false
20260124,2026-01-24,2026,1,1,January,4,24,7,true
20260125,2026-01-25,2026,1,1,January,4,25,1,true
20260126,2026-01-26,2026,1,1,January,5,26,2,false
20260127,2026-01-27,2026,1,1,January,5,27,3,false
20260128,2026-01-28,2026,1,1,January,5,28,4,false
20260129,2026-01-29,2026,1,1,January,5,29,5,false
20260130,2026-01-30,2026,1,1,January,5,30,6,false
20260131,2026-01-31,2026,1,1,January,5,31,7,true
20260201,2026-02-01,2026,1,2,February,5,1,1,true
20260202,2026-02-02,2026,1,2,February,6,2,2,false
20260203,2026-02-03,2026,1,2,February,6,3,3,false
20260204,2026-02-04,2026,1,2,February,6,4,4,false
20260205,2026-02-05,2026,1,2,February,6,5,5,false
20260206,2026-02-06,2026,1,2,February,6,6,6,false
20260207,2026-02-07,2026,1,2,February,6,7,7,true
20260208,2026-02-08,2026,1,2,February,6,8,1,true
20260209,2026-02-09,2026,1,2,February,7,9,2,false
20260210,2026-02-10,2026,1,2,February,7,10,3,false
20260211,2026-02-11,2026,1,2,February,7,11,4,false
20260212,2026-02-12,2026,1,2,February,7,12,5,false
20260213,2026-02-13,2026,1,2,February,7,13,6,false
20260214,2026-02-14,2026,1,2,February,7,14,7,true
20260215,2026-02-15,2026,1,2,February,7,15,1,true
20260216,2026-02-16,2026,1,2,February,8,16,2,false
20260217,2026-02-17,2026,1,2,February,8,17,3,false
20260218,2026-02-18,2026,1,2,February,8,18,4,false
20260219,2026-02-19,2026,1,2,February,8,19,5,false
20260220,2026-02-20,2026,1,2,February,8,20,6,false
20260221,2026-02-21,2026,1,2,February,8,21,7,true
20260222,2026-02-22,2026,1,2,February,8,22,1,true
20260223,2026-02-23,2026,1,2,February,9,23,2,false
20260224,2026-02-24,2026,1,2,February,9,24,3,false
20260225,2026-02-25,2026,1,2,February,9,25,4,false
20260226,2026-02-26,2026,1,2,February,9,26,5,false
20260227,2026-02-27,2026,1,2,February,9,27,6,false
20260228,2026-02-28,2026,1,2,February,9,28,7,true
20260301,2026-03-01,2026,1,3,March,9,1,1,true
20260302,2026-03-02,2026,1,3,March,10,2,2,false
20260303,2026-03-03,2026,1,3,March,10,3,3,false
20260304,2026-03-04,2026,1,3,March,10,4,4,false
20260305,2026-03-05,2026,1,3,March,10,5,5,false
20260306,2026-03-06,2026,1,3,March,10,6,6,false
20260307,2026-03-07,2026,1,3,March,10,7,7,true
20260308,2026-03-08,2026,1,3,March,10,8,1,true
20260309,2026-03-09,2026,1,3,March,11,9,2,false
20260310,2026-03-10,2026,1,3,March,11,10,3,false
20260311,2026-03-11,2026,1,3,March,11,11,4,false
20260312,2026-03-12,2026,1,3,March,11,12,5,false
20260313,2026-03-13,2026,1,3,March,11,13,6,false
20260314,2026-03-14,2026,1,3,March,11,14,7,true
20260315,2026-03-15,2026,1,3,March,11,15,1,true
20260316,2026-03-16,2026,1,3,March,12,16,2,false
20260317,2026-03-17,2026,1,3,March,12,17,3,false
20260318,2026-03-18,2026,1,3,March,12,18,4,false
20260319,2026-03-19,2026,1,3,March,12,19,5,false
20260320,2026-03-20,2026,1,3,March,12,20,6,false
20260321,2026-03-21,2026,1,3,March,12,21,7,true
20260322,2026-03-22,2026,1,3,March,12,22,1,true
20260323,2026-03-23,2026,1,3,March,13,23,2,false
20260324,2026-03-24,2026,1,3,March,13,24,3,false
20260325,2026-03-25,2026,1,3,March,13,25,4,false
20260326,2026-03-26,2026,1,3,March,13,26,5,false
20260327,2026-03-27,2026,1,3,March,13,27,6,false
20260328,2026-03-28,2026,1,3,March,13,28,7,true
20260329,2026-03-29,2026,1,3,March,13,29,1,true
20260330,2026-03-30,2026,1,3,March,14,30,2,false
20260331,2026-03-31,2026,1,3,March,14,31,3,false
20260401,2026-04-01,2026,2,4,April,14,1,4,false
20260402,2026-04-02,2026,2,4,April,14,2,5,false
20260403,2026-04-03,2026,2,4,April,14,3,6,false
20260404,2026-04-04,2026,2,4,April,14,4,7,true
20260405,2026-04-05,2026,2,4,April,14,5,1,true
20260406,2026-04-06,2026,2,4,April,15,6,2,false
20260407,2026-04-07,2026,2,4,April,15,7,3,false
20260408,2026-04-08,2026,2,4,April,15,8,4,false
20260409,2026-04-09,2026,2,4,April,15,9,5,false
20260410,2026-04-10,2026,2,4,April,15,10,6,false
20260411,2026-04-11,2026,2,4,April,15,11,7,true
20260412,2026-04-12,2026,2,4,April,15,12,1,true
20260413,2026-04-13,2026,2,4,April,16,13,2,false
20260414,2026-04-14,2026,2,4,April,16,14,3,false
20260415,2026-04-15,2026,2,4,April,16,15,4,false
20260416,2026-04-16,2026,2,4,April,16,16,5,false
20260417,2026-04-17,2026,2,4,April,16,17,6,false
20260418,2026-04-18,2026,2,4,April,16,18,7,true
20260419,2026-04-19,2026,2,4,April,16,19,1,true
20260420,2026-04-20,2026,2,4,April,17,20,2,false
20260421,2026-04-21,2026,2,4,April,17,21,3,false
20260422,2026-04-22,2026,2,4,April,17,22,4,false
20260423,2026-04-23,2026,2,4,April,17,23,5,false
20260424,2026-04-24,2026,2,4,April,17,24,6,false
20260425,2026-04-25,2026,2,4,April,17,25,7,true
20260426,2026-04-26,2026,2,4,April,17,26,1,true
20260427,2026-04-27,2026,2,4,April,18,27,2,false
20260428,2026-04-28,2026,2,4,April,18,28,3,false
20260429,2026-04-29,2026,2,4,April,18,29,4,false
20260430,2026-04-30,2026,2,4,April,18,30,5,false
20260501,2026-05-01,2026,2,5,May,18,1,6,false
20260502,2026-05-02,2026,2,5,May,18,2,7,true
20260503,2026-05-03,2026,2,5,May,18,3,1,true
20260504,2026-05-04,2026,2,5,May,19,4,2,false
20260505,2026-05-05,2026,2,5,May,19,5,3,false
20260506,2026-05-06,2026,2,5,May,19,6,4,false
20260507,2026-05-07,2026,2,5,May,19,7,5,false
20260508,2026-05-08,2026,2,5,May,19,8,6,false
20260509,2026-05-09,2026,2,5,May,19,9,7,true
20260510,2026-05-10,2026,2,5,May,19,10,1,true
20260511,2026-05-11,2026,2,5,May,20,11,2,false
20260512,2026-05-12,2026,2,5,May,20,12,3,false
20260513,2026-05-13,2026,2,5,May,20,13,4,false
20260514,2026-05-14,2026,2,5,May,20,14,5,false
20260515,2026-05-15,2026,2,5,May,20,15,6,false
20260516,2026-05-16,2026,2,5,May,20,16,7,true
20260517,2026-05-17,2026,2,5,May,20,17,1,true
20260518,2026-05-18,2026,2,5,May,21,18,2,false
20260519,2026-05-19,2026,2,5,May,21,19,3,false
20260520,2026-05-20,2026,2,5,May,21,20,4,false
20260521,2026-05-21,2026,2,5,May,21,21,5,false
20260522,2026-05-22,2026,2,5,May,21,22,6,false
20260523,2026-05-23,2026,2,5,May,21,23,7,true
20260524,2026-05-24,2026,2,5,May,21,24,1,true
20260525,2026-05-25,2026,2,5,May,22,25,2,false
20260526,2026-05-26,2026,2,5,May,22,26,3,false
20260527,2026-05-27,2026,2,5,May,22,27,4,false
20260528,2026-05-28,2026,2,5,May,22,28,5,false
20260529,2026-05-29,2026,2,5,May,22,29,6,false
20260530,2026-05-30,2026,2,5,May,22,30,7,true
20260531,2026-05-31,2026,2,5,May,22,31,1,true
20260601,2026-06-01,2026,2,6,June,23,1,2,false
20260602,2026-06-02,2026,2,6,June,23,2,3,false
20260603,2026-06-03,2026,2,6,June,23,3,4,false
20260604,2026-06-04,2026,2,6,June,23,4,5,false
20260605,2026-06-05,2026,2,6,June,23,5,6,false
20260606,2026-06-06,2026,2,6,June,23,6,7,true
20260607,2026-06-07,2026,2,6,June,23,7,1,true
20260608,2026-06-08,2026,2,6,June,24,8,2,false
20260609,2026-06-09,2026,2,6,June,24,9,3,false
20260610,2026-06-10,2026,2,6,June,24,10,4,false
20260611,2026-06-11,2026,2,6,June,24,11,5,false
20260612,2026-06-12,2026,2,6,June,24,12,6,false
20260613,2026-06-13,2026,2,6,June,24,13,7,true
20260614,2026-06-14,2026,2,6,June,24,14,1,true
20260615,2026-06-15,2026,2,6,June,25,15,2,false
20260616,2026-06-16,2026,2,6,June,25,16,3,false
20260617,2026-06-17,2026,2,6,June,25,17,4,false
20260618,2026-06-18,2026,2,6,June,25,18,5,false
20260619,2026-06-19,2026,2,6,June,25,19,6,false
20260620,2026-06-20,2026,2,6,June,25,20,7,true
20260621,2026-06-21,2026,2,6,June,25,21,1,true
20260622,2026-06-22,2026,2,6,June,26,22,2,false
20260623,2026-06-23,2026,2,6,June,26,23,3,false
20260624,2026-06-24,2026,2,6,June,26,24,4,false
20260625,2026-06-25,2026,2,6,June,26,25,5,false
20260626,2026-06-26,2026,2,6,June,26,26,6,false
20260627,2026-06-27,2026,2,6,June,26,27,7,true
20260628,2026-06-28,2026,2,6,June,26,28,1,true
20260629,2026-06-29,2026,2,6,June,27,29,2,false
20260630,2026-06-30,2026,2,6,June,27,30,3,false
20260701,2026-07-01,2026,3,7,July,27,1,4,false
20260702,2026-07-02,2026,3,7,July,27,2,5,false
20260703,2026-07-03,2026,3,7,July,27,3,6,false
20260704,2026-07-04,2026,3,7,July,27,4,7,true
20260705,2026-07-05,2026,3,7,July,27,5,1,true
20260706,2026-07-06,2026,3,7,July,28,6,2,false
20260707,2026-07-07,2026,3,7,July,28,7,3,false
20260708,2026-07-08,2026,3,7,July,28,8,4,false
20260709,2026-07-09,2026,3,7,July,28,9,5,false
20260710,2026-07-10,2026,3,7,July,28,10,6,false
20260711,2026-07-11,2026,3,7,July,28,11,7,true
20260712,2026-07-12,2026,3,7,July,28,12,1,true
20260713,2026-07-13,2026,3,7,July,29,13,2,false
20260714,2026-07-14,2026,3,7,July,29,14,3,false
20260715,2026-07-15,2026,3,7,July,29,15,4,false
20260716,2026-07-16,2026,3,7,July,29,16,5,false
20260717,2026-07-17,2026,3,7,July,29,17,6,false
20260718,2026-07-18,2026,3,7,July,29,18,7,true
20260719,2026-07-19,2026,3,7,July,29,19,1,true
20260720,2026-07-20,2026,3,7,July,30,20,2,false
20260721,2026-07-21,2026,3,7,July,30,21,3,false
20260722,2026-07-22,2026,3,7,July,30,22,4,false
20260723,2026-07-23,2026,3,7,July,30,23,5,false
20260724,2026-07-24,2026,3,7,July,30,24,6,false
20260725,2026-07-25,2026,3,7,July,30,25,7,true
20260726,2026-07-26,2026,3,7,July,30,26,1,true
20260727,2026-07-27,2026,3,7,July,31,27,2,false
20260728,2026-07-28,2026,3,7,July,31,28,3,false
20260729,2026-07-29,2026,3,7,July,31,29,4,false
20260730,2026-07-30,2026,3,7,July,31,30,5,false
20260731,2026-07-31,2026,3,7,July,31,31,6,false
20260801,2026-08-01,2026,3,8,August,31,1,7,true
20260802,2026-08-02,2026,3,8,August,31,2,1,true
20260803,2026-08-03,2026,3,8,August,32,3,2,false
20260804,2026-08-04,2026,3,8,August,32,4,3,false
20260805,2026-08-05,2026,3,8,August,32,5,4,false
20260806,2026-08-06,2026,3,8,August,32,6,5,false
20260807,2026-08-07,2026,3,8,August,32,7,6,false
20260808,2026-08-08,2026,3,8,August,32,8,7,true
20260809,2026-08-09,2026,3,8,August,32,9,1,true
20260810,2026-08-10,2026,3,8,August,33,10,2,false
20260811,2026-08-11,2026,3,8,August,33,11,3,false
20260812,2026-08-12,2026,3,8,August,33,12,4,false
20260813,2026-08-13,2026,3,8,August,33,13,5,false
20260814,2026-08-14,2026,3,8,August,33,14,6,false
20260815,2026-08-15,2026,3,8,August,33,15,7,true
20260816,2026-08-16,2026,3,8,August,33,16,1,true
20260817,2026-08-17,2026,3,8,August,34,17,2,false
20260818,2026-08-18,2026,3,8,August,34,18,3,false
20260819,2026-08-19,2026,3,8,August,34,19,4,false
20260820,2026-08-20,2026,3,8,August,34,20,5,false
20260821,2026-08-21,2026,3,8,August,34,21,6,false
20260822,2026-08-22,2026,3,8,August,34,22,7,true
20260823,2026-08-23,2026,3,8,August,34,23,1,true
20260824,2026-08-24,2026,3,8,August,35,24,2,false
20260825,2026-08-25,2026,3,8,August,35,25,3,false
20260826,2026-08-26,2026,3,8,August,35,26,4,false
20260827,2026-08-27,2026,3,8,August,35,27,5,false
20260828,2026-08-28,2026,3,8,August,35,28,6,false
20260829,2026-08-29,2026,3,8,August,35,29,7,true
20260830,2026-08-30,2026,3,8,August,35,30,1,true
20260831,2026-08-31,2026,3,8,August,36,31,2,false
20260901,2026-09-01,2026,3,9,September,36,1,3,false
20260902,2026-09-02,2026,3,9,September,36,2,4,false
20260903,2026-09-03,2026,3,9,September,36,3,5,false
20260904,2026-09-04,2026,3,9,September,36,4,6,false
20260905,2026-09-05,2026,3,9,September,36,5,7,true
20260906,2026-09-06,2026,3,9,September,36,6,1,true
20260907,2026-09-07,2026,3,9,September,37,7,2,false
20260908,2026-09-08,2026,3,9,September,37,8,3,false
20260909,2026-09-09,2026,3,9,September,37,9,4,false
20260910,2026-09-10,2026,3,9,September,37,10,5,false
20260911,2026-09-11,2026,3,9,September,37,11,6,false
20260912,2026-09-12,2026,3,9,September,37,12,7,true
20260913,2026-09-13,2026,3,9,September,37,13,1,true
20260914,2026-09-14,2026,3,9,September,38,14,2,false
20260915,2026-09-15,2026,3,9,September,38,15,3,false
20260916,2026-09-16,2026,3,9,September,38,16,4,false
20260917,2026-09-17,2026,3,9,September,38,17,5,false
20260918,2026-09-18,2026,3,9,September,38,18,6,false
20260919,2026-09-19,2026,3,9,September,38,19,7,true
20260920,2026-09-20,2026,3,9,September,38,20,1,true
20260921,2026-09-21,2026,3,9,September,39,21,2,false
20260922,2026-09-22,2026,3,9,September,39,22,3,false
20260923,2026-09-23,2026,3,9,September,39,23,4,false
20260924,2026-09-24,2026,3,9,September,39,24,5,false
20260925,2026-09-25,2026,3,9,September,39,25,6,false
20260926,2026-09-26,2026,3,9,September,39,26,7,true
20260927,2026-09-27,2026,3,9,September,39,27,1,true
20260928,2026-09-28,2026,3,9,September,40,28,2,false
20260929,2026-09-29,2026,3,9,September,40,29,3,false
20260930,2026-09-30,2026,3,9,September,40,30,4,false
20261001,2026-10-01,2026,4,10,October,40,1,5,false
20261002,2026-10-02,2026,4,10,October,40,2,6,false
20261003,2026-10-03,2026,4,10,October,40,3,7,true
20261004,2026-10-04,2026,4,10,October,40,4,1,true
20261005,2026-10-05,2026,4,10,October,41,5,2,false
20261006,2026-10-06,2026,4,10,October,41,6,3,false
20261007,2026-10-07,2026,4,10,October,41,7,4,false
20261008,2026-10-08,2026,4,10,October,41,8,5,false
20261009,2026-10-09,2026,4,10,October,41,9,6,false
20261010,2026-10-10,2026,4,10,October,41,10,7,true
20261011,2026-10-11,2026,4,10,October,41,11,1,true
20261012,2026-10-12,2026,4,10,October,42,12,2,false
20261013,2026-10-13,2026,4,10,October,42,13,3,false
20261014,2026-10-14,2026,4,10,October,42,14,4,false
20261015,2026-10-15,2026,4,10,October,42,15,5,false
20261016,2026-10-16,2026,4,10,October,42,16,6,false
20261017,2026-10-17,2026,4,10,October,42,17,7,true
20261018,2026-10-18,2026,4,10,October,42,18,1,true
20261019,2026-10-19,2026,4,10,October,43,19,2,false
20261020,2026-10-20,2026,4,10,October,43,20,3,false
20261021,2026-10-21,2026,4,10,October,43,21,4,false
20261022,2026-10-22,2026,4,10,October,43,22,5,false
20261023,2026-10-23,2026,4,10,October,43,23,6,false
20261024,2026-10-24,2026,4,10,October,43,24,7,true
20261025,2026-10-25,2026,4,10,October,43,25,1,true
20261026,2026-10-26,2026,4,10,October,44,26,2,false
20261027,2026-10-27,2026,4,10,October,44,27,3,false
20261028,2026-10-28,2026,4,10,October,44,28,4,false
20261029,2026-10-29,2026,4,10,October,44,29,5,false
20261030,2026-10-30,2026,4,10,October,44,30,6,false
20261031,2026-10-31,2026,4,10,October,44,31,7,true
20261101,2026-11-01,2026,4,11,November,44,1,1,true
20261102,2026-11-02,2026,4,11,November,45,2,2,false
20261103,2026-11-03,2026,4,11,November,45,3,3,false
20261104,2026-11-04,2026,4,11,November,45,4,4,false
20261105,2026-11-05,2026,4,11,November,45,5,5,false
20261106,2026-11-06,2026,4,11,November,45,6,6,false
20261107,2026-11-07,2026,4,11,November,45,7,7,true
20261108,2026-11-08,2026,4,11,November,45,8,1,true
20261109,2026-11-09,2026,4,11,November,46,9,2,false
20261110,2026-11-10,2026,4,11,November,46,10,3,false
